payment_id,member_id,date,amount,status,payment_method
7c46f51d-7062-4605-9414-8735f341da8e,M0003,2022-01-28,59,success,debit_card
f3388f4d-40a1-4c76-a6c8-c82dd550fc63,M0003,2022-02-27,59,success,debit_card
3b0153f8-fcd1-4d10-aea6-dd21ff413f44,M0003,2022-03-29,59,success,credit_card
815673b8-08a0-4630-b37d-e04058a4fbab,M0003,2022-04-28,59,success,bank_transfer
b0882ef4-9ee4-41f4-8656-2a40ce4dd25c,M0003,2022-05-28,59,success,debit_card
086b62fa-aa66-48d0-8216-704d0ee03106,M0003,2022-06-27,59,success,debit_card
eb42c904-e06b-480f-b0df-1270e4509896,M0003,2022-07-27,59,failed,debit_card
56a69ec0-7d00-43c2-8ea8-9e1739d50cd6,M0003,2022-08-26,59,success,debit_card
8837ac81-4ab4-4ad6-8237-9d94e6a38865,M0003,2022-09-25,59,success,debit_card
a3dee5ad-3050-4a65-b190-be12692ece1d,M0003,2022-10-25,59,success,debit_card
2357f812-6ce4-4a1d-94db-3fb2adb7ffae,M0003,2022-11-24,59,success,bank_transfer
972fa7db-dc83-4a68-892f-f594792c8210,M0003,2022-12-24,59,success,debit_card
2971af6b-af98-4112-b5b6-17d948445072,M0003,2023-01-23,59,success,bank_transfer
780cddea-8b3e-4f54-a79d-400a6cbc4854,M0003,2023-02-22,59,success,credit_card
80fd762e-efcd-46c0-8cbd-db9cb65294fd,M0003,2023-03-24,59,success,credit_card
ace2a4f6-e52f-42d9-a57b-5c8604f92fc8,M0003,2023-04-23,59,success,debit_card
a2727797-d1a1-44bd-a27d-a17b6f57db11,M0003,2023-05-23,59,success,bank_transfer
b3e26c18-d38a-4234-8ee5-bb7b69400e93,M0003,2023-06-22,59,success,debit_card
a9201925-703a-4a21-96e1-16ab8b7a6da9,M0003,2023-07-22,59,success,credit_card
e58de889-5cd3-4511-a880-b7746c1b5e4f,M0003,2023-08-21,59,success,debit_card
37f104f8-7cb8-4401-b22d-201d15eb8dfd,M0003,2023-09-20,59,success,debit_card
c913be14-7f8c-40e1-8104-fbce4abc3d1a,M0003,2023-10-20,59,success,credit_card
8d81b8f2-bab7-473a-a243-6e541c4aca90,M0003,2023-11-19,59,success,debit_card
84c76569-0d47-43f0-b0dc-8279739bd63a,M0003,2023-12-19,59,success,bank_transfer
a7fd73ca-fc67-4cab-888f-917618e06d2a,M0003,2024-01-18,59,success,credit_card
55324e65-8d56-4f9c-8532-83f7306a4478,M0003,2024-02-17,59,success,bank_transfer
37a8e14d-f8a1-4076-b0b7-1c908249a601,M0003,2024-03-18,59,success,bank_transfer
ad0bd6be-8ccd-4f08-af4b-af7a02d287df,M0003,2024-04-17,59,success,debit_card
f4970eba-0a6b-4f64-a989-b5d15a626cad,M0003,2024-05-17,59,failed,debit_card
8327b9e3-7be6-4ddf-ab9f-9c880bdd6364,M0004,2023-03-06,29,success,credit_card
77a6aab4-6e95-4bf8-8973-dee7a853ad9a,M0004,2023-04-05,29,success,bank_transfer
69bf8ecb-6853-4293-9f30-4b0cd70d7506,M0004,2023-05-05,29,success,credit_card
4f5de19d-487f-405e-a315-d486f6906f10,M0004,2023-06-04,29,success,credit_card
72a8fb6a-edd8-4dd0-b59f-b03914fad294,M0004,2023-07-04,29,success,credit_card
5f55bd37-c645-4800-a222-291482664f66,M0004,2023-08-03,29,success,debit_card
c9ef4236-0f8e-4b16-aeb8-612a43324506,M0004,2023-09-02,29,success,credit_card
198e41c3-c890-4c8f-9edd-676002304030,M0004,2023-10-02,29,success,debit_card
eafa853d-409c-42fe-bb5c-52301c827cf3,M0004,2023-11-01,29,success,debit_card
b1fa9f45-7d75-4c07-916c-55e965eb7553,M0004,2023-12-01,29,success,credit_card
078ecf03-4484-4d89-9d42-9dcf87340030,M0004,2023-12-31,29,success,credit_card
31e5aa48-0afc-400f-9f14-5ee23c598e8b,M0004,2024-01-30,29,success,debit_card
61f2d228-cadf-438f-ad31-a37aad074c37,M0004,2024-02-29,29,success,credit_card
b3bc1d8e-a789-40e9-b9f7-8ac02fe311c3,M0005,2023-12-16,29,success,credit_card
7ca624e5-e34a-4ea4-b1c7-6beaa6946e67,M0005,2024-01-15,29,success,debit_card
ba19347c-4e81-4d34-8477-6290439801a2,M0005,2024-02-14,29,success,bank_transfer
e4914448-9ed0-41bb-aef3-b1f705cc57d1,M0005,2024-03-15,29,success,debit_card
aac71ff3-91c3-46ad-82ca-2573cc45acf1,M0005,2024-04-14,29,success,debit_card
1c9933d9-3518-42f0-85d4-414b83aedbe7,M0005,2024-05-14,29,success,bank_transfer
209c8c1d-69a4-4d05-be87-919251be2d0d,M0006,2022-04-15,29,success,credit_card
ee57a48b-4b9b-4960-96e4-8a175a883d4e,M0006,2022-05-15,29,success,bank_transfer
ec59889d-2049-4068-8491-64257402e350,M0006,2022-06-14,29,success,credit_card
161ce343-0af2-47ac-9589-b02389764b01,M0006,2022-07-14,29,success,credit_card
e3d9384f-68a9-4dc1-bd93-c867094b7ded,M0007,2022-09-28,59,success,debit_card
cd8632fb-131c-420a-95a2-2094ead68843,M0007,2022-10-28,59,success,bank_transfer
2ea745bb-9c98-4db7-8567-42b410cca126,M0007,2022-11-27,59,success,bank_transfer
cef770c1-4f57-46ec-beff-7bebaa1f89dc,M0007,2022-12-27,59,success,debit_card
2cfada52-3ab1-45d7-9ea2-ec7f2b1aabc6,M0007,2023-01-26,59,success,debit_card
4fb79168-18bc-4297-a089-8ad3d9efb941,M0007,2023-02-25,59,success,bank_transfer
26b75252-e26a-40b0-8dee-b8af610edd2a,M0007,2023-03-27,59,success,bank_transfer
a1871a81-68ce-4e4d-9e4d-598caafffd7e,M0007,2023-04-26,59,success,bank_transfer
4d1b2579-f7f7-4008-b367-350e850a2228,M0007,2023-05-26,59,failed,bank_transfer
ea921a2e-b74c-466b-a5b8-b9225df66eb5,M0007,2023-06-25,59,success,bank_transfer
86344090-0b1d-473d-9ab6-8abdc9f112f7,M0007,2023-07-25,59,success,debit_card
ab9745b7-0639-427c-9fa9-212db51f652a,M0007,2023-08-24,59,success,credit_card
17d35c0a-77fb-4ef6-b7f6-2d3ee4da8ea5,M0007,2023-09-23,59,success,debit_card
8dd657fe-0a67-40b6-a72e-fef5d7458f86,M0007,2023-10-23,59,success,credit_card
625c9d17-6fd3-4bd0-a65e-c5a974a5f8b8,M0007,2023-11-22,59,success,credit_card
4f0f782a-d6d6-4b73-967a-9ba7980deac4,M0007,2023-12-22,59,success,credit_card
f6430ba0-88ce-4a80-ac5e-0bc45fd6aedb,M0007,2024-01-21,59,success,debit_card
368ae6f2-6c4d-44e5-834d-5f19f3317f67,M0007,2024-02-20,59,success,bank_transfer
66bb6f45-b11b-4c72-8090-5c1025beb97b,M0007,2024-03-21,59,success,debit_card
f9af4925-d530-4509-ab30-357ed643bcbc,M0007,2024-04-20,59,success,bank_transfer
a454e184-9c85-420d-a94e-90d45c988dc2,M0007,2024-05-20,59,success,credit_card
259dd1d9-5bff-4b03-b4f1-cb45cd9685b8,M0008,2023-01-23,99,success,debit_card
c64f47f0-9830-4ae5-b7a4-317c5abbf7f5,M0008,2023-02-22,99,success,bank_transfer
5cfc7ee2-2e7a-48cb-b8af-a2e2619bafec,M0008,2023-03-24,99,success,credit_card
6879d0ab-f5a5-4d64-9a96-71e7a91ac9ae,M0008,2023-04-23,99,success,credit_card
358b011a-7db4-431b-b52e-e3405e3b8d55,M0008,2023-05-23,99,success,debit_card
8698dfdb-cbdc-4d81-9cb9-95995c88ea84,M0008,2023-06-22,99,success,bank_transfer
9ab778c4-3409-4606-afcc-1a52d1c1337f,M0008,2023-07-22,99,success,bank_transfer
d373d3b6-cb57-4460-a626-7ea602d73d27,M0009,2023-08-15,29,success,debit_card
9741f79d-a0c6-47b8-bdd6-78e21aa0cb36,M0009,2023-09-14,29,success,debit_card
567b97a1-bd87-4848-a4f8-19aec318fc59,M0009,2023-10-14,29,success,debit_card
15df70bc-13c8-4d5b-b624-4833ce7ff994,M0009,2023-11-13,29,success,credit_card
9c6dd4b7-278c-414d-a043-867dd381016a,M0010,2022-03-23,99,success,bank_transfer
92b6fb4f-a183-45c6-8b36-fe47cfa6d1f4,M0010,2022-04-22,99,success,bank_transfer
a5668de2-e434-4c02-8d40-5232f9f6529b,M0010,2022-05-22,99,success,bank_transfer
ee44eeb0-f9ff-46a0-b355-35f29bb7cf6a,M0010,2022-06-21,99,success,debit_card
07505fee-fa4b-4acc-a9eb-3c545b5eefe7,M0010,2022-07-21,99,success,bank_transfer
36c07719-fae8-42a3-8451-d3b8df91e222,M0010,2022-08-20,99,success,bank_transfer
a8938f21-0508-4e1b-b047-420bd073c0c1,M0010,2022-09-19,99,success,credit_card
6fb5cc81-ddba-4593-82eb-07a6ee89f1be,M0010,2022-10-19,99,success,debit_card
5249963e-4a86-4390-b23c-ac3bc4e32e62,M0010,2022-11-18,99,success,credit_card
9b6fcf24-3d66-481d-bc87-d050a324c8e7,M0010,2022-12-18,99,success,bank_transfer
da3cdcae-1557-4825-82bb-571984667c95,M0010,2023-01-17,99,success,debit_card
a9eb401f-55bc-4360-b964-3c77c6ba8772,M0010,2023-02-16,99,success,credit_card
8e275f6c-1e12-4adc-81d3-50bbf37a126d,M0010,2023-03-18,99,success,debit_card
4a6d40f0-ca94-4c7c-8b95-3af904f7df7c,M0010,2023-04-17,99,success,debit_card
bcf3f68c-a737-47b5-8dd5-c9bea47fa8ab,M0010,2023-05-17,99,success,debit_card
2348f362-ca04-4b97-93e1-496443b35c50,M0010,2023-06-16,99,success,debit_card
859fa16f-4ba8-4336-bc0d-abffa913b94c,M0010,2023-07-16,99,success,bank_transfer
e81a7b7c-38a3-4a9f-9bc8-5528ac1018fa,M0010,2023-08-15,99,success,debit_card
ed6d8f99-2541-4d6f-aade-ca0e9ce31b77,M0010,2023-09-14,99,success,bank_transfer
d2709e8a-c488-497c-b09a-88d19eac3d20,M0010,2023-10-14,99,success,bank_transfer
2b5842b9-8a85-4bfe-8ecf-5560615e3cc5,M0010,2023-11-13,99,success,credit_card
c6400a3b-c4c9-45d4-95ea-13d63498c06a,M0010,2023-12-13,99,success,debit_card
90e0242c-25c5-46f8-8608-765ce73e2c7d,M0010,2024-01-12,99,success,debit_card
6dbf5524-a62e-4a27-be70-fdde890b7f5d,M0010,2024-02-11,99,success,debit_card
568a8743-9b0d-417d-96d3-80cfd324fcf9,M0010,2024-03-12,99,success,credit_card
c4bacbaa-e5a9-40da-abc2-0005f14016d7,M0010,2024-04-11,99,success,debit_card
22db14d4-9420-4e27-8e7c-6365c03040fa,M0010,2024-05-11,99,success,bank_transfer
45c4296e-39a7-4284-959f-bed2d5960a4d,M0011,2023-04-10,29,success,credit_card
162c6fa0-74d2-4bff-9232-0853026e7f2c,M0011,2023-05-10,29,success,debit_card
f48e28a5-4e6d-4d9a-a911-fbc1deff2c2c,M0011,2023-06-09,29,success,bank_transfer
87ffa132-b95e-4941-b1b7-9221bf892cd3,M0011,2023-07-09,29,success,debit_card
4c2870bc-03bc-4209-98f7-3d134c04a643,M0011,2023-08-08,29,success,credit_card
8b24c3c7-a7c1-42e0-821f-0d2ebf721990,M0011,2023-09-07,29,success,bank_transfer
f82bf382-4c6c-4d93-9f8d-634d70e6a791,M0011,2023-10-07,29,success,debit_card
e728932c-a478-42e0-bdb8-12fd6fe476e2,M0011,2023-11-06,29,success,credit_card
0bd1473d-edf4-4e03-b7c3-fbc4fd2adafc,M0011,2023-12-06,29,success,debit_card
a3302310-317c-437e-9df9-75397258607c,M0011,2024-01-05,29,success,bank_transfer
83743bed-0d02-47b9-a7af-a3805ff67d5e,M0011,2024-02-04,29,success,debit_card
ea1c2a80-6095-462b-b961-3328ebd64f5a,M0011,2024-03-05,29,success,bank_transfer
822025f3-be1c-464f-b2f6-e496bd8462c4,M0011,2024-04-04,29,success,debit_card
1c70d660-2157-4b7f-9f2e-79ee1c2904d6,M0011,2024-05-04,29,success,bank_transfer
a5893e80-75be-49bf-8c5d-f11d5f8946ba,M0012,2022-08-03,59,success,bank_transfer
c2256ef4-8ea2-4ca2-97fd-e72fcf8d3640,M0012,2022-09-02,59,success,debit_card
8d58e778-76d7-401d-bcc0-2cdd3f6efa6b,M0012,2022-10-02,59,success,bank_transfer
f1928033-ebde-4e1d-b504-e49dcbc3aa80,M0012,2022-11-01,59,success,credit_card
54cf45ca-3507-43d1-a3f8-e94888315908,M0012,2022-12-01,59,success,credit_card
e3151b36-3605-4b3c-b1d4-a829b9d07152,M0012,2022-12-31,59,success,credit_card
9923508d-2474-4e37-9697-64f1e7017fb2,M0012,2023-01-30,59,success,credit_card
461f8b9c-02a4-42ce-90b2-7a20a0e58aa8,M0012,2023-03-01,59,success,debit_card
44a0560d-884b-4a98-9fad-e7e77e69677c,M0012,2023-03-31,59,success,bank_transfer
1d34501b-ed13-4e89-9461-a712ac997383,M0012,2023-04-30,59,success,credit_card
1013d13d-8a14-4c5d-a79b-c08c7a2e5579,M0012,2023-05-30,59,success,bank_transfer
25f79223-f837-4bfa-a46e-f6e4c1fdcf5b,M0012,2023-06-29,59,success,bank_transfer
d0fb0cc1-6f51-45ab-8db2-7598a25b0f76,M0012,2023-07-29,59,success,credit_card
57ead96e-25d3-42be-b701-169757c544ac,M0012,2023-08-28,59,success,debit_card
58fb4cfa-902b-4322-8aa9-f184af738f8d,M0012,2023-09-27,59,success,credit_card
c757f340-a8fd-4150-aad3-9a3bc88bc4ce,M0012,2023-10-27,59,success,debit_card
12da4fd0-109b-4d81-b2a4-d937cb1f6aa4,M0012,2023-11-26,59,success,debit_card
12245ce3-d462-4565-90c2-359f750b51d4,M0012,2023-12-26,59,success,debit_card
83efda64-e824-4ad2-b5a1-198b91624eee,M0012,2024-01-25,59,success,debit_card
48c66870-7be0-48d1-bd39-efee84982700,M0012,2024-02-24,59,success,bank_transfer
1579ce68-71af-461b-a811-0ae977191b35,M0012,2024-03-25,59,success,debit_card
2095c59a-a47d-4aae-a705-53223478db04,M0012,2024-04-24,59,success,debit_card
bde5127b-48a1-43e4-a152-9c7de0d08f0a,M0012,2024-05-24,59,success,debit_card
29dd2c43-0e83-4b7f-845c-11508f9c6a72,M0013,2022-03-15,29,success,credit_card
8f53b37e-29be-413d-8dae-9555bf0c58c0,M0013,2022-04-14,29,success,credit_card
9c75f5a0-925d-462f-9af2-a6cedb714f96,M0013,2022-05-14,29,success,debit_card
2718adc0-f526-4b05-b3a2-0684e5d5e805,M0013,2022-06-13,29,success,debit_card
65363a98-46a1-4bc6-9e3d-76a6281e26b7,M0013,2022-07-13,29,success,debit_card
b8ca0ead-930e-4915-b18b-0d2ce0888203,M0013,2022-08-12,29,success,debit_card
a59429ac-308b-412d-8f51-250f174a47b8,M0013,2022-09-11,29,success,credit_card
43f16fa6-06e0-48c2-b87a-d6643586adb6,M0013,2022-10-11,29,success,debit_card
984b6908-54d0-4a82-941d-2116becf1737,M0013,2022-11-10,29,success,debit_card
958db3d7-0043-4919-8d38-dc742cab6f90,M0013,2022-12-10,29,success,credit_card
18fb2c30-7d1b-49e9-a475-d8f1928cd174,M0013,2023-01-09,29,success,debit_card
754473b4-2be8-4bc7-b82d-1438e2371bbb,M0013,2023-02-08,29,success,debit_card
2d5b1b1b-ecd6-4081-99e3-8440911ef01a,M0013,2023-03-10,29,success,bank_transfer
2ae0f7b5-bfcd-4fec-8506-d17a95f3b682,M0013,2023-04-09,29,success,debit_card
022349e2-4764-4698-a449-48be4dc96674,M0013,2023-05-09,29,success,credit_card
49d3c6cd-d009-49e2-821f-99cf4bcca3fa,M0013,2023-06-08,29,success,debit_card
3c46b88a-bc3f-4702-9012-b75592dd7c39,M0013,2023-07-08,29,success,credit_card
e843ea36-ae93-4b68-9919-a680e676e05d,M0013,2023-08-07,29,success,credit_card
73d816ed-bc57-497b-9a6d-23f0388355de,M0013,2023-09-06,29,success,credit_card
bef40964-28e8-4350-b86c-36d98636f758,M0013,2023-10-06,29,success,bank_transfer
b6e3d23b-2909-4d06-b974-7acabffb8c11,M0013,2023-11-05,29,success,debit_card
4bf3f8d2-463a-4211-b834-a7829e5803b6,M0013,2023-12-05,29,success,bank_transfer
441d6d84-77f4-4733-b14a-1d43d186e034,M0013,2024-01-04,29,success,credit_card
a22e4cab-83c2-4313-bf37-599236ae550b,M0013,2024-02-03,29,success,credit_card
bf25d66d-054c-48e9-b961-699493456744,M0013,2024-03-04,29,success,credit_card
e40b0d98-cc75-4a63-ae6e-6b2975a03969,M0013,2024-04-03,29,success,bank_transfer
dcfe5d89-f33d-44f8-871f-30d1eca1b2cf,M0013,2024-05-03,29,success,bank_transfer
f0141c30-4131-4f96-84b8-42829c48ec62,M0014,2022-06-17,29,success,bank_transfer
53b6e7d4-6522-4903-bbdb-d7df18aa6bd5,M0014,2022-07-17,29,success,bank_transfer
988e9f88-3288-401f-8677-9cf4aebf88a6,M0014,2022-08-16,29,success,bank_transfer
1e94a264-f4e2-4f41-9229-dc31ae2f3382,M0014,2022-09-15,29,success,bank_transfer
daaa0a06-1c7c-447d-8f11-c093506467ce,M0014,2022-10-15,29,success,credit_card
c9ce0d1e-2f46-4bb9-bde3-4be9059bb8ee,M0014,2022-11-14,29,success,debit_card
a07e6b87-c26b-4432-a476-f4132a730124,M0014,2022-12-14,29,success,debit_card
71142293-cd91-4e5c-ad2e-287d6ca3643c,M0014,2023-01-13,29,success,credit_card
23473872-3427-408a-a90d-fadd05c839f6,M0014,2023-02-12,29,success,credit_card
8dce9a43-8ffe-4bde-b79a-8e78c5dd6cca,M0014,2023-03-14,29,success,bank_transfer
79c1c733-6b74-47d6-917b-15ee54a5eb4b,M0014,2023-04-13,29,success,credit_card
d967d85d-b136-4713-b0e7-6a8eb1970f4e,M0014,2023-05-13,29,success,bank_transfer
20f39f5d-bac4-4b59-97d7-b6cb5d66ad65,M0014,2023-06-12,29,success,credit_card
d9509790-c062-4a31-95fb-0b343b77b968,M0014,2023-07-12,29,success,debit_card
0ead1172-a7dc-4545-a821-02bcd70525ab,M0014,2023-08-11,29,success,debit_card
9c7ff096-57cf-4a6e-8f67-63db8796416e,M0014,2023-09-10,29,success,bank_transfer
c084a3c4-394a-4062-9edc-be090816b44d,M0014,2023-10-10,29,success,credit_card
d4dd7673-c3eb-4b5a-90b1-4828ad179acd,M0014,2023-11-09,29,success,bank_transfer
62b37451-f940-4a0f-9465-a5c267b3e1a0,M0014,2023-12-09,29,success,debit_card
647a05fd-31f2-41de-8120-ee537c603db5,M0014,2024-01-08,29,success,debit_card
eac5ce27-dca7-44cd-889b-77b85f6f4c03,M0014,2024-02-07,29,success,credit_card
6fdd0320-dd35-42d1-9c41-b5605360baa5,M0014,2024-03-08,29,success,bank_transfer
74af31dc-b811-4cbb-9199-e6dca5bb8d33,M0014,2024-04-07,29,success,debit_card
b1b6e6d3-1683-4b7f-a705-cc23364dca5a,M0014,2024-05-07,29,success,bank_transfer
dca7043d-5fcc-437f-89b5-09e26e4a3079,M0015,2023-07-25,99,success,credit_card
551610b2-0295-4bc7-866b-2b0b3db40e41,M0015,2023-08-24,99,success,debit_card
03be64a5-b002-44be-adf1-5f92c225f885,M0015,2023-09-23,99,success,debit_card
32833375-094d-460d-8454-da025b4b89d6,M0015,2023-10-23,99,success,debit_card
90520252-3fbc-45ef-919e-6d8db525b77c,M0015,2023-11-22,99,success,debit_card
96e300db-6fc7-486e-844a-4268b0ef5bcb,M0015,2023-12-22,99,success,bank_transfer
2e2cc2e9-2f11-47ff-8ca5-bfb5b4eafe63,M0015,2024-01-21,99,success,debit_card
b85d36f3-6ea0-474e-add4-709aef71926b,M0015,2024-02-20,99,success,bank_transfer
1987250e-aeed-4e2d-9737-e4b42c99dcfd,M0016,2022-02-02,29,success,credit_card
dea07fe3-2b4f-4780-be32-1af545146521,M0016,2022-03-04,29,success,debit_card
91d3a99f-4f96-4134-8316-708db5ceceed,M0016,2022-04-03,29,failed,credit_card
d8260447-87d0-47ab-badb-a7215d1e03f6,M0016,2022-05-03,29,success,credit_card
4eaba3fd-d0ed-4d05-bbac-ad38cb2c7673,M0016,2022-06-02,29,success,debit_card
e1d68bec-84aa-4a8f-add6-9372006b2502,M0016,2022-07-02,29,success,bank_transfer
9a138d83-6a19-459e-a01d-1ca47c55fe3c,M0016,2022-08-01,29,success,bank_transfer
80f4bb03-97b6-462f-b18c-e9ff39c704e8,M0016,2022-08-31,29,success,debit_card
097a785d-271f-47f0-ad26-a710308b8a48,M0016,2022-09-30,29,success,debit_card
b6d06044-2083-4553-a084-a2a64171e344,M0016,2022-10-30,29,success,debit_card
02fcd68d-bb75-4b1c-aef1-8c9da416fa1b,M0016,2022-11-29,29,success,bank_transfer
0ecdebc3-ed60-46d2-acb8-d805d66c4ae1,M0016,2022-12-29,29,success,debit_card
edfa4037-1fa9-48e0-9083-3b5113fcfff0,M0016,2023-01-28,29,success,bank_transfer
139f61cb-424a-401d-a0cb-691f4c937784,M0016,2023-02-27,29,success,credit_card
77387286-daca-4ee5-b3cd-3c2915708812,M0016,2023-03-29,29,success,credit_card
84495806-fa7d-4c79-ad5c-b7c067c9caab,M0016,2023-04-28,29,success,credit_card
103ec7cd-cf72-413a-a358-3512ff799ca0,M0016,2023-05-28,29,success,credit_card
611352be-a5ce-4dfb-b479-d4ed3b30ffee,M0016,2023-06-27,29,success,credit_card
832259e2-2687-42c3-97f7-ed8bbb2f5070,M0016,2023-07-27,29,success,debit_card
480c4bc0-ff56-464e-921a-920391fc7ba3,M0016,2023-08-26,29,failed,bank_transfer
87f10d2e-cc1b-45a2-bbda-001397ac77a3,M0016,2023-09-25,29,success,credit_card
650314fb-e212-4cac-b9b1-ee1945530388,M0016,2023-10-25,29,success,debit_card
938e51c6-6ca4-4352-aba3-95e56a35923d,M0016,2023-11-24,29,success,debit_card
5b23f123-44ec-4650-acd8-09353104bab0,M0016,2023-12-24,29,success,debit_card
97d23239-03bf-4bf7-90b5-48f0d4550f6e,M0016,2024-01-23,29,success,credit_card
d3e655e2-1737-4de2-8765-820c7a2b0607,M0016,2024-02-22,29,success,debit_card
efb08fb6-fd6a-4316-af20-7d717aa69045,M0016,2024-03-23,29,success,credit_card
b79ed7a9-0be5-492c-b319-0240326e6d69,M0016,2024-04-22,29,success,credit_card
47664d0e-8a45-4024-b152-c7e67e784afc,M0016,2024-05-22,29,success,bank_transfer
ea8c8064-ee74-494d-82e5-0888d65461dc,M0017,2023-08-04,29,success,bank_transfer
353fb031-c94f-4558-82b7-6741606ae7c9,M0017,2023-09-03,29,success,bank_transfer
f6e95222-18be-4968-80a7-ba1c1236cdcb,M0017,2023-10-03,29,success,debit_card
e9e72df1-b594-4cdf-bc67-9eb50ecf8391,M0017,2023-11-02,29,success,credit_card
823cfc35-d378-44ab-b2b2-bcf8ff00cc61,M0017,2023-12-02,29,success,credit_card
442a35d2-6857-4454-b6fc-92cd1fc3e2ab,M0017,2024-01-01,29,success,bank_transfer
ea0079e1-9d21-45df-93b0-4fe92314840d,M0017,2024-01-31,29,success,credit_card
187f8cbb-8b65-4e0d-8a0e-507205816fcd,M0017,2024-03-01,29,success,credit_card
0069f985-250d-4dbf-a093-1f2a6a74ee7d,M0017,2024-03-31,29,success,credit_card
943e0f02-1e0a-4352-8187-854d06daffaa,M0017,2024-04-30,29,success,debit_card
1e725250-0cca-4760-8566-6e0759dca54e,M0017,2024-05-30,29,success,debit_card
52a179cd-139c-41d8-b0af-578881005385,M0018,2023-02-10,59,success,credit_card
e2fcf0a0-ecb1-409f-852a-0eeb404029bd,M0018,2023-03-12,59,success,bank_transfer
68b478ee-2abd-40d4-8056-d45e9e54c069,M0018,2023-04-11,59,success,bank_transfer
b237b507-978f-444e-8545-37b6f9c558b1,M0018,2023-05-11,59,success,bank_transfer
e93c7a0e-8f9b-463e-ade2-c954bb443514,M0018,2023-06-10,59,success,bank_transfer
e1269c1d-13f2-4211-9baf-02ea2d143235,M0018,2023-07-10,59,failed,bank_transfer
d0113d83-84ab-4808-9dee-2482e213d6b3,M0018,2023-08-09,59,success,credit_card
173b4959-23c7-4197-868b-e56846291695,M0018,2023-09-08,59,success,bank_transfer
