booking_id,member_id,class_id,booking_date,status
4a1fac94-accc-4069-a3a9-b2164881ebb8,M0001,C007,2023-07-06,attended
8952b371-0294-4e20-8222-b084b7b8bba4,M0001,C002,2023-06-13,attended
866b5c8e-3ebb-4bcd-8a99-3a84a4cea891,M0001,C004,2023-06-19,missed
fa7d9e4d-f3c0-4a99-82f9-9498cec6d374,M0001,C005,2023-06-14,attended
ef533eac-c4f5-4e46-9d23-eed03a196ae5,M0001,C001,2023-07-07,attended
ff60b07c-c2ba-4b52-9f29-03578213d35d,M0001,C003,2023-07-05,attended
04772991-923c-4231-ad97-1fd8704feaea,M0001,C008,2023-06-22,attended
29f8c324-6d42-4a5f-80f6-a6ee073b05e4,M0001,C007,2023-06-29,missed
382426fd-afa5-4415-8dfb-4bcf4bf4255c,M0001,C005,2023-07-15,cancelled
98a4be0b-8e4e-43c7-9240-89bab5dd6e43,M0001,C002,2023-08-01,missed
c62e45a7-6753-4242-99ba-10c3ff8d9ca3,M0001,C001,2023-07-18,cancelled
9791725e-3cb5-4810-b6c1-d3b9d9dae305,M0001,C005,2023-08-02,attended
45c27911-0913-4029-abc5-f95dd31f5d99,M0001,C003,2023-07-16,attended
5efe0086-4f7c-4a6c-bb2a-148ec758cea0,M0001,C004,2023-07-22,attended
31899421-699b-424f-b041-5dd8646d7735,M0001,C002,2023-08-19,attended
69433f29-9eb6-429b-8385-1182154ff52b,M0001,C006,2023-08-09,attended
34051fae-41c8-471f-94aa-2b69ec5d9ee6,M0001,C001,2023-08-22,attended
6350bcf1-a8c2-4821-95d6-0f98b756b247,M0001,C006,2023-08-27,missed
3a18fba7-9168-4a6a-aa78-642d2b12207a,M0001,C003,2023-09-02,attended
2b017a8b-66d9-4bb6-9f95-ff9ff0310826,M0001,C008,2023-09-06,attended
5141fedf-55e0-475f-9900-7980c1995f64,M0001,C003,2023-08-16,attended
9d3c6f39-6de7-4e81-8cba-095967a668d2,M0001,C007,2023-10-01,attended
b5c83625-1374-4405-b496-578ad7f08f62,M0001,C007,2023-10-01,attended
749f4399-6a72-4399-94aa-b469d9d3acc1,M0001,C005,2023-10-04,attended
6217a28c-ddf5-43f8-a316-6a6171584794,M0001,C008,2023-10-03,attended
6160f894-cb5b-4a2b-a145-4290b6b3bada,M0001,C005,2023-09-09,missed
29716625-7e99-43b3-9f1b-d3a461da7e31,M0001,C007,2023-11-01,attended
360b5a32-7df9-4b4c-b380-dfda4c0f5bf3,M0001,C004,2023-10-27,missed
7f68a2f7-fbd8-47de-abff-2d4652ccf266,M0001,C005,2023-10-17,attended
cadb5b5e-271b-4b78-8998-38256f83d205,M0001,C005,2023-10-07,attended
7182c661-62ff-423c-9677-61c4168152f0,M0001,C004,2023-10-25,attended
bbec24ba-96d7-4b5e-b46f-a58fcb40b5cd,M0001,C002,2023-10-12,missed
777dc0d5-4096-43c9-a3db-00d568f8cf25,M0001,C004,2023-11-30,cancelled
3e0ccd59-4881-427b-8ffa-651e456466d6,M0001,C007,2023-11-30,attended
08fc502b-6421-4b3a-8394-9cf81763b08f,M0001,C001,2023-11-18,attended
af708faf-ed65-4599-a274-b3c47a693b03,M0001,C001,2023-11-19,attended
6afa4ede-a4c8-409b-b4c4-1e51fddf05a8,M0001,C007,2023-11-23,attended
0ed793a4-f12f-4c26-a15c-2334cfa9ecb1,M0001,C007,2023-11-26,attended
b4267a02-c357-49b8-bfb7-9b3f9b1f69d2,M0001,C008,2023-12-04,attended
b0f488be-8a77-4284-8695-a9224c5832cc,M0001,C005,2023-11-11,attended
7bccbe70-17f4-439b-acad-46ec0843b383,M0001,C004,2023-12-29,attended
d050d187-71f3-4635-8e08-eef152aaa858,M0001,C006,2023-12-16,attended
644bd36f-fe3d-4835-b077-0aed6ade0609,M0001,C003,2023-12-26,attended
4217efda-8361-42dd-98d2-3dad3c9383cd,M0001,C001,2023-12-27,cancelled
492a1c76-783b-4477-9336-acf6acc926f8,M0001,C006,2024-01-01,attended
dac7168a-7164-4f14-b9a6-762165c6cb20,M0001,C002,2023-12-19,missed
486fbcf6-7c40-4d4e-8597-a30d4ec591c7,M0001,C006,2024-01-23,attended
2882cbb1-deb9-4b38-84de-3045d3fb7dad,M0001,C003,2024-01-05,attended
1663f011-1365-4286-9ddd-f24d8ef4c719,M0001,C006,2024-01-17,attended
33fc71d4-5a74-40a7-ade4-b0e88193005e,M0001,C007,2024-01-22,attended
6da45778-7aff-4b72-b3b0-3c38fdda1dd1,M0001,C007,2024-01-26,attended
12de6303-f8db-47bb-9aae-e414a16bd3c4,M0001,C007,2024-01-23,attended
e86672e1-099e-421d-be2f-19998b6e5642,M0001,C004,2024-01-25,attended
b3d6b64b-ea82-4692-9318-53b59548960a,M0001,C007,2024-02-21,attended
cdc09b69-6990-4ff2-bb56-bbbea0c99f80,M0001,C003,2024-02-07,attended
2db7f905-faf8-49f6-804e-e7c01495cb2e,M0001,C006,2024-03-11,cancelled
856bfaf0-f2fc-42d1-9db1-72fbd48f0f92,M0001,C005,2024-04-03,attended
81850d98-feb3-48d1-b754-6dcad762d7b0,M0001,C005,2024-03-31,attended
3d9ad85d-cb91-485f-8e60-3a87b76220b4,M0001,C004,2024-03-17,attended
1848b62e-7b18-465e-9621-85c5ae019855,M0001,C005,2024-03-23,attended
4e7d7988-8c62-486c-9c76-480b373bd682,M0001,C001,2024-04-01,attended
ee6ad902-5260-4c3a-ac0e-ea5c11e7836e,M0001,C003,2024-04-01,attended
8e86d6ed-9c85-420e-95eb-645e3bb9ac93,M0001,C001,2024-03-20,attended
ab75c0b3-2713-4d9c-89e4-92c4c252abaf,M0001,C007,2024-05-31,attended
abfd778a-9a17-4134-958e-6e167698b971,M0001,C002,2024-06-02,missed
4423e118-df0e-4d2b-81f0-804bc3c1952f,M0002,C007,2023-04-04,missed
52b097a0-807b-4b60-a866-401bb3d89b7b,M0002,C004,2023-03-11,attended
c9fb0728-59d7-430a-87e2-a1772c4135d3,M0002,C001,2023-04-27,attended
d5fbc184-8ee6-4555-9d91-7a5d8286b594,M0002,C007,2023-04-09,missed
edda9ddb-37bf-448d-bfc9-7aaffdab9340,M0002,C002,2023-04-27,attended
cf3dc0cf-cac9-45b4-b7c2-24150df17f81,M0002,C002,2023-04-17,attended
5f1b2fd2-2bc3-4e70-9c6c-4bd1edc54bf6,M0002,C001,2023-05-05,attended
2c658db6-f451-4c29-aa9b-a552ae3eb61b,M0002,C003,2023-04-22,attended
5e463ddd-43e0-4a11-9ce0-bd0ff747853b,M0002,C004,2023-05-05,attended
35d0cab1-c922-4377-b025-a7f36c779d96,M0002,C008,2023-05-05,attended
ef7eae93-4ddf-419b-b4db-7f5ea2f4baf0,M0002,C001,2023-05-21,attended
4a022f9b-0188-4c30-8690-959edbc395a6,M0002,C005,2023-05-31,attended
4d72fce5-3f08-42db-9b5a-6e5c336e1e60,M0002,C008,2023-06-07,cancelled
5b2eb783-0f64-402e-a621-b609f0cb2366,M0003,C001,2022-02-06,attended
2066c5d7-72ff-4d93-ad22-91bc059e8782,M0003,C003,2022-02-19,cancelled
9ecf5169-d7bb-4b0b-9cc1-fd18ddd755a3,M0003,C003,2022-02-21,missed
6545c5c0-4688-4fbb-a6cb-c2cdf31e9f3d,M0003,C002,2022-02-08,attended
847a0d2d-ef76-493b-af53-4153347ad021,M0003,C008,2022-02-20,cancelled
d38865a8-b524-4f8c-ba68-cf97f3dc0442,M0003,C003,2022-02-26,attended
76b35291-3da0-434f-8ded-6cf30808baba,M0003,C002,2022-03-21,cancelled
8daabf84-5400-4175-80d4-b04f9e3b590d,M0003,C005,2022-02-27,attended
3b7b1846-08e8-4f71-8cb3-ec9847127b89,M0003,C004,2022-03-01,missed
54b64aa1-4938-474f-b3bb-3b49c68add63,M0003,C003,2022-03-13,attended
bd6b034b-20be-4c0a-8b28-063ba41d7011,M0003,C003,2022-03-28,attended
704a96a9-1283-4505-90b1-09e20446c41f,M0003,C007,2022-03-05,attended
04da3f8d-fcdd-4f6c-8b18-56fd2fba8849,M0003,C002,2022-04-12,attended
ea12959a-76b1-4652-ae22-62561d632c3e,M0003,C003,2022-04-12,attended
d80f7aa1-818a-4892-8d99-a72781187c0f,M0003,C003,2022-05-01,attended
c33fec50-b35e-49be-ae55-0da2af7cade6,M0003,C004,2022-04-28,attended
c12f7ee8-08fc-4aac-8bc5-17def70f1811,M0003,C006,2022-05-22,attended
cf783edc-be9a-4686-91b1-aa168d1e3872,M0003,C006,2022-05-02,attended
5edbb75b-7e69-4d38-953f-b8c5c5888c95,M0003,C004,2022-05-10,attended
c8a830bc-c9c8-4396-b914-fd79e57e90f9,M0003,C005,2022-05-12,attended
356fd725-f827-4a01-9560-b5a3cd64a044,M0003,C001,2022-05-07,attended
863999e9-6e43-4c4b-87b9-62f093443b34,M0003,C006,2022-06-02,missed
81ab9116-89eb-4f02-957d-ea650a935a4b,M0003,C005,2022-06-01,missed
82bca043-5195-44a4-9d2b-5cea48fbc457,M0003,C005,2022-06-23,attended
6da84b96-434b-477a-b012-884a93a1cd76,M0003,C004,2022-06-06,cancelled
8b96ed60-a2b1-4abe-817d-6fcab912bd56,M0003,C002,2022-06-03,attended
a735e704-b7a2-4fca-b902-f76b84a6bf93,M0003,C002,2022-06-09,attended
0b047250-b826-41de-9e62-4dd4a53da965,M0003,C008,2022-06-26,attended
12e048a3-1d12-4dfa-80c4-7539ba778acf,M0003,C003,2022-07-22,attended
920ffcd1-2ac2-4b41-8260-d29f34bd7ab1,M0003,C001,2022-07-26,attended
706f8183-cf06-4be6-9331-ca69337488cc,M0003,C002,2022-07-23,attended
a3418b50-d117-4d45-8ac1-2222a6437cb3,M0003,C003,2022-07-25,attended
4e7e80df-d0b9-4705-a98c-c32300674418,M0003,C005,2022-06-30,attended
404a3024-fa0f-4dfb-8fdc-4ec81ecc2d03,M0003,C007,2022-07-13,missed
2a0bd6c2-9ec9-430c-bc4b-fa6821f38eb4,M0003,C008,2022-07-15,attended
568de381-1762-48ca-b0c8-5966a03d6637,M0003,C008,2022-08-19,attended
cb4f5188-e152-4310-ada6-0643d6e32553,M0003,C004,2022-08-03,attended
0c388eb7-f8c1-4385-816b-e38be6148069,M0003,C004,2022-08-23,missed
65812c5c-015a-4de8-bb9f-615111faafad,M0003,C006,2022-08-23,attended
e5de280b-b98f-4554-ab63-27d896f0dca2,M0003,C004,2022-08-09,attended
e73b2e0a-d8b1-4b83-a353-fb7b00463705,M0003,C001,2022-08-14,attended
996cef15-2735-4454-aa5d-6c8a85d5fda6,M0003,C007,2022-08-11,attended
536dd8cf-fb82-40d7-8ce9-878d25250bfd,M0003,C002,2022-08-08,attended
454c4ca6-e13a-4547-8098-b3a8efe11d8d,M0003,C007,2022-09-10,attended
fa21d657-693c-43c8-9979-f758f8990419,M0003,C004,2022-09-22,cancelled
bbd222fa-3028-45d7-becb-78c662f60fc2,M0003,C003,2022-09-11,attended
1f88a5f3-d1a6-4c80-a411-df5c2d048950,M0003,C006,2022-09-22,attended
bba3adbb-4567-423b-acdb-ab86074c39a9,M0003,C003,2022-09-19,attended
6c62eb11-04db-4eec-962d-8b3d6b12999c,M0003,C003,2022-10-16,missed
0d40417e-7966-42b1-bf62-a451fc098e6b,M0003,C003,2022-10-15,attended
eff097a4-72a1-4654-9747-57ec36fce937,M0003,C006,2022-11-06,attended
7c0706db-4b1a-4bf9-96af-5d04458938bf,M0003,C008,2022-10-25,attended
9e6b8105-5992-44d3-9e86-e72928dd8cf5,M0003,C003,2022-12-15,attended
f60bcb73-7e33-4679-90cd-a5111d45c5bd,M0003,C003,2022-12-17,attended
f95fdb36-7017-4535-b13f-7733bc2a3908,M0003,C007,2023-01-11,attended
f400af70-6ecf-4209-bba2-bdebbf074662,M0003,C001,2023-01-07,attended
3c0d205e-ea82-41a4-9aa8-d49c50c92528,M0003,C005,2023-02-10,attended
c0555e2d-a53f-44c9-9049-8eeed05dfb13,M0003,C005,2023-01-30,attended
93c5df45-e45e-44d0-9205-39195339c9bb,M0003,C001,2023-02-17,attended
5018cabb-922a-4eca-904f-09d325984cba,M0003,C001,2023-01-28,attended
e446143b-9ab9-4860-84bd-0383ec6c29bc,M0003,C001,2023-02-19,attended
60a466b8-ec15-44db-89b4-4bfa71b7c51b,M0003,C004,2023-02-11,attended
63d003d7-14e2-487a-9599-01811204a621,M0003,C005,2023-03-20,attended
2c7997d9-bc0a-4909-b2d1-1843cd85f0bd,M0003,C003,2023-03-10,cancelled
9143a00c-9978-40ed-9a61-58ba8f71ee90,M0003,C002,2023-03-22,attended
6424d19c-bfed-4ffb-a621-69e04463cf00,M0003,C006,2023-03-14,attended
a4ce2f27-2c1a-4eed-8d35-0d281a0a4db5,M0003,C008,2023-03-08,attended
1ebde102-3808-4300-bff7-7baed8781f51,M0003,C001,2023-03-19,attended
a8ce7946-0667-4389-a816-50029a2a7fc2,M0003,C002,2023-03-16,attended
6bf493db-6cc6-45c3-98da-036a4ae187a3,M0003,C007,2023-04-22,attended
136ea6c8-8dc8-414b-9237-7833b11d169e,M0003,C004,2023-04-07,attended
2c96573c-eceb-443b-bb71-179b609b466f,M0003,C003,2023-04-10,attended
b7dee924-9d9b-49c6-abff-450a48b20dee,M0003,C008,2023-03-24,cancelled
f3dc52fb-1b24-4983-8277-b509061fbccc,M0003,C002,2023-05-17,attended
5045bf0c-7a68-4959-8323-2910b0d43951,M0003,C008,2023-05-16,attended
f045cda4-5a81-4fa8-9674-0fc8b4fc9476,M0003,C008,2023-05-08,attended
85f0eaef-6cb5-47c8-a09d-3274d16d592a,M0003,C007,2023-05-05,attended
db02b1e9-d8d4-4fa7-ba6c-54e6d77629c8,M0003,C003,2023-05-09,attended
582f1541-6dc0-48de-995b-80a0067a82fe,M0003,C004,2023-06-18,attended
ff4cc1eb-b1b3-4cc2-b805-383235cd934f,M0003,C001,2023-06-07,cancelled
dfc46a04-ea16-41e3-ac9f-a45e03b20294,M0003,C007,2023-06-13,attended
0ac9ce18-d5c2-4165-a59b-85ba119096f0,M0003,C004,2023-06-12,attended
e4330a1a-fb24-4ab9-9912-62620762d681,M0003,C005,2023-06-03,attended
3319be99-c101-4512-ae60-5944c1bb464b,M0003,C006,2023-06-20,attended
3c2a21cd-fe13-4f1a-83e2-9cb9d604f8d3,M0003,C007,2023-06-16,cancelled
86f0d0fb-6e6a-47ac-9c4a-64eb5becc913,M0003,C001,2023-06-13,attended
7018a1c4-5a22-47a0-8c07-b80e39235c57,M0003,C005,2023-07-13,attended
3ea5db2a-c6c8-4df2-a51b-7902647bc9ae,M0003,C006,2023-07-20,attended
406e4263-decf-4725-bbd6-52f751bd06eb,M0003,C003,2023-08-02,attended
3c0311d6-984d-4747-8871-0aa0ca51e1d9,M0003,C008,2023-08-20,attended
a7208d3b-5fbe-4ee0-9f90-a9a3ee3fc666,M0003,C003,2023-08-09,attended
db58c679-f5e8-46e6-8d01-97e738ca3a23,M0003,C005,2023-08-02,missed
e2671907-4333-4a0f-ab1d-2b811fc89a42,M0003,C003,2023-08-11,attended
8da9c177-ca72-4f3b-9bdc-62a8b7ab25f8,M0003,C005,2023-08-12,attended
101851d5-825b-4db8-bd2c-980884e4d509,M0003,C004,2023-08-16,attended
1f86c620-8e18-4de8-9bbf-ee197ed77c35,M0003,C002,2023-08-18,cancelled
f51698c4-7c65-49fc-b42d-d524c7291f53,M0003,C006,2023-08-26,attended
a0d4d6ae-df64-4db1-8342-c9366b70d487,M0003,C006,2023-08-26,attended
d6adb60b-2d9f-46ae-97b4-e0a705f70880,M0003,C008,2023-09-13,missed
76d99645-7d33-4faa-ade5-cbb2cd6baf16,M0003,C007,2023-09-19,missed
93f7ded8-5e60-474f-a294-51c0c7bf7bbf,M0003,C004,2023-09-08,attended
9dafb83c-0589-4b62-9529-64462b4b1efc,M0003,C006,2023-10-12,attended
18b81204-c56b-4010-a74c-be45927ebef0,M0003,C002,2023-09-23,attended
b56817c3-fa39-4df9-aeb4-1a7a60817b58,M0003,C006,2023-10-07,attended
83b33bcc-9582-4906-ab0c-faeb35ae7f6a,M0003,C008,2023-10-01,attended
feed3db1-695c-48cf-98fc-fa35f899858d,M0003,C007,2023-10-06,attended
1039887d-7258-4c27-a4b0-c950d4a6bc75,M0003,C001,2023-10-17,attended
72d5cac0-00a0-45cd-9a5e-ddfdfcd168e8,M0003,C008,2023-10-09,attended
fa409e9c-9764-4143-b8a7-72973118fa85,M0003,C005,2023-10-14,attended
ce55ff34-e310-4e72-830b-85c054b1e9a7,M0003,C002,2023-10-20,attended
5e7eaed3-e8cf-42c7-804e-4c59006de0a1,M0003,C002,2023-11-17,attended
8043e6d8-d08a-41e7-ad94-13f1ae6a5b96,M0003,C008,2023-11-18,cancelled
fe4e0d4c-8dfc-484c-9cb3-730ff75fe59a,M0003,C006,2023-11-20,attended
ad5d6cfc-3fc9-4e56-a895-2b08083b3c9d,M0003,C001,2023-12-07,attended
4a8354b8-c52f-480a-8761-a0caa3b42ee8,M0003,C004,2023-11-21,cancelled
58909132-8112-47b8-b6f7-fc45e666a439,M0003,C008,2023-12-21,attended
af345d07-c65c-4126-b0a5-d6d64edf2dd7,M0003,C006,2023-12-22,attended
27c599c7-cbe3-481a-992e-2cc9432b2aac,M0003,C003,2023-12-25,attended
ee8ffbfa-689d-417e-9409-8d2687065a3c,M0003,C004,2023-12-30,attended
478224aa-0b3b-4aad-8e16-aeea6dfb05e0,M0003,C002,2024-01-31,attended
312dca7a-ea64-4b69-9be7-2ae62356b35a,M0003,C008,2024-01-25,attended
46e2ec8c-85af-4f58-8af9-7c4f10a63b87,M0003,C001,2024-02-14,attended
a5453f0e-7ca9-48e8-8d46-6a2d4c4403a4,M0003,C003,2024-02-06,attended
1ce82787-9571-4f95-be89-52afd6e3eab0,M0003,C002,2024-02-09,cancelled
24865549-ff01-475b-b7e2-611cd19c8100,M0003,C001,2024-02-11,attended
969aebef-5e1b-407b-b46c-ecc0692ac13d,M0003,C008,2024-02-11,attended
7c18b942-65ca-4f99-b709-b5df66df67bf,M0003,C002,2024-01-30,attended
ec08a891-9b4d-47dc-9631-6d610ecb6e84,M0003,C001,2024-03-06,attended
985774d1-c842-4c41-8daa-5a84040bd066,M0003,C003,2024-03-07,attended
27835fee-8514-4b4c-8355-5bf3827d0bf5,M0003,C005,2024-03-12,attended
73c3d171-a4de-4a0e-910f-c7b452a40eb4,M0003,C006,2024-02-28,attended
08c40c21-34e6-43b2-b478-350d6e748875,M0003,C003,2024-02-29,attended
0a45a825-320c-4833-bcbb-3c24d52f056b,M0003,C007,2024-03-17,attended
df086f86-4793-4b43-8266-f291c1f1e04f,M0003,C006,2024-03-01,attended
90ec1b26-91e2-434d-b2c9-339794c1a046,M0003,C007,2024-04-11,attended
54f7d4b7-1354-486a-819b-487f66bc8296,M0003,C008,2024-04-12,attended
20b786ff-2efa-4792-b4a2-b95271f5b648,M0003,C003,2024-03-26,attended
4c29e871-f05a-41b4-8fa4-48c3fe29bcdc,M0003,C006,2024-03-22,attended
bc645e0b-9f27-4ee1-a274-d432c977dc8a,M0003,C005,2024-04-03,attended
21c54763-ce82-45fa-a9d1-5f9c676795d9,M0003,C007,2024-04-04,attended
7f4c2695-46e3-4841-8b95-29a9f69b53a1,M0003,C006,2024-03-29,attended
